    0.0000   1.000000000E-02   1.000000000E-02
    0.0120   9.950752711E-03   9.945589197E-03
    0.0240   9.803495902E-03   9.782953452E-03
    0.0360   9.559679973E-03   9.515689371E-03
    0.0480   9.221706379E-03   9.149531214E-03
    0.0600   8.792903977E-03   8.691908684E-03
    0.0720   8.277496238E-03   8.151399030E-03
    0.0840   7.680559648E-03   7.537141715E-03
    0.0960   7.007973709E-03   6.858287749E-03
    0.1080   6.266363029E-03   6.123549957E-03
    0.1200   5.463032070E-03   5.340905821E-03
    0.1320   4.605893207E-03   4.517483175E-03
    0.1440   3.703388793E-03   3.659633536E-03
    0.1560   2.764408007E-03   2.773171400E-03
    0.1680   1.798199300E-03   1.863733629E-03
    0.1800   8.142793060E-04   9.371946034E-04
    0.1920  -1.776608982E-04   6.311079725E-08
    0.2040  -1.167851239E-03  -9.402118398E-04
    0.2160  -2.146538878E-03  -1.875086392E-03
    0.2280  -3.104084273E-03  -2.794955763E-03
    0.2400  -4.031056120E-03  -3.689384483E-03
    0.2520  -4.918324251E-03  -4.547509062E-03
    0.2640  -5.757149553E-03  -5.358560697E-03
    0.2760  -6.539270054E-03  -6.112435400E-03
    0.2880  -7.256982290E-03  -6.800230331E-03
    0.3000  -7.903217185E-03  -7.414669690E-03
    0.3120  -8.471609674E-03  -7.950360015E-03
    0.3240  -8.956561402E-03  -8.403840404E-03
    0.3360  -9.353295855E-03  -8.773423648E-03
    0.3480  -9.657905415E-03  -9.058855394E-03
    0.3600  -9.867389842E-03  -9.260845600E-03
    0.3720  -9.979685829E-03  -9.380546023E-03
    0.3840  -9.993687321E-03  -9.419056114E-03
    0.3960  -9.909256411E-03  -9.377035876E-03
    0.4080  -9.727224697E-03  -9.254488173E-03
    0.4200  -9.449385093E-03  -9.050746859E-03
    0.4320  -9.078474169E-03  -8.764674977E-03
    0.4440  -8.618145196E-03  -8.395044129E-03
    0.4560  -8.072932165E-03  -7.941037517E-03
    0.4680  -7.448205129E-03  -7.402799550E-03
    0.4800  -6.750117311E-03  -6.781947670E-03
    0.4920  -5.985544496E-03  -6.081967782E-03
    0.5040  -5.162017313E-03  -5.308432312E-03
    0.5160  -4.287647058E-03  -4.469006090E-03
    0.5280  -3.371045804E-03  -3.573236147E-03
    0.5400  -2.421241577E-03  -2.632152484E-03
    0.5520  -1.447589432E-03  -1.657733791E-03
    0.5640  -4.596793164E-04  -6.623109276E-04
    0.5760   5.327583913E-04   3.420110701E-04
    0.5880   1.519948718E-03   1.343836126E-03
    0.6000   2.492168373E-03   2.332805171E-03
    0.6120   3.439841521E-03   3.299734152E-03
    0.6240   4.353634095E-03   4.236557278E-03
    0.6360   5.224545734E-03   5.136101241E-03
    0.6480   6.043998429E-03   5.991741802E-03
    0.6600   6.803921017E-03   6.797011326E-03
    0.6720   7.496828671E-03   7.545231959E-03
    0.6840   8.115896627E-03   8.229243886E-03
    0.6960   8.655027401E-03   8.841282845E-03
    0.7080   9.108910847E-03   9.373038631E-03
    0.7200   9.473076460E-03   9.815900094E-03
    0.7320   9.743937406E-03   1.016136568E-02
    0.7440   9.918825850E-03   1.040157494E-02
    0.7560   9.996019237E-03   1.052989877E-02
    0.7680   9.974757254E-03   1.054151588E-02
    0.7800   9.855249320E-03   1.043390290E-02
    0.7920   9.638672522E-03   1.020717368E-02
    0.8040   9.327160026E-03   9.864221335E-03
    0.8160   8.923780060E-03   9.410639675E-03
    0.8280   8.432505699E-03   8.854428070E-03
    0.8400   7.858175728E-03   8.205510966E-03
    0.8520   7.206446986E-03   7.475126999E-03
    0.8640   6.483738648E-03   6.675159656E-03
    0.8760   5.697168999E-03   5.817489111E-03
    0.8880   4.854485325E-03   4.913441875E-03
    0.9000   3.963987602E-03   3.973401485E-03
    0.9120   3.034446750E-03   3.006621387E-03
    0.9240   2.075018242E-03   2.021253066E-03
    0.9360   1.095151930E-03   1.024571964E-03
    0.9480   1.044989652E-04   2.335476471E-05
    0.9600  -8.871832579E-04  -9.756615136E-04
    0.9720  -1.870127207E-03  -1.965321706E-03
    0.9840  -2.834651417E-03  -2.937680160E-03
    0.9960  -3.771255847E-03  -3.883785957E-03
    1.0080  -4.670715452E-03  -4.793673932E-03
    1.0200  -5.524171041E-03  -5.656577549E-03
    1.0320  -6.323216541E-03  -6.461344370E-03
    1.0440  -7.059981786E-03  -7.197001895E-03
    1.0560  -7.727210037E-03  -7.853396593E-03
    1.0680  -8.318329459E-03  -8.421816001E-03
    1.0800  -8.827517846E-03  -8.895504972E-03
    1.0920  -9.249759967E-03  -9.270001969E-03
    1.1040  -9.580896967E-03  -9.543247208E-03
    1.1160  -9.817667327E-03  -9.715447334E-03
    1.1280  -9.957738985E-03  -9.788716619E-03
    1.1400  -9.999732313E-03  -9.766547548E-03
    1.1520  -9.943233699E-03  -9.653189410E-03
    1.1640  -9.788799624E-03  -9.453028050E-03
    1.1760  -9.537951179E-03  -9.170060563E-03
    1.1880  -9.193159086E-03  -8.807544733E-03
    1.2000  -8.757819360E-03  -8.367876343E-03
    1.2120  -8.236219861E-03  -7.852712151E-03
    1.2240  -7.633498062E-03  -7.263317946E-03
    1.2360  -6.955590445E-03  -6.601085682E-03
    1.2480  -6.209174033E-03  -5.868137060E-03
    1.2600  -5.401600623E-03  -5.067917151E-03
    1.2720  -4.540824375E-03  -4.205682824E-03
    1.2840  -3.635323469E-03  -3.288806244E-03
    1.2960  -2.694016598E-03  -2.326840640E-03
    1.3080  -1.726175123E-03  -1.331329892E-03
    1.3200  -7.413317597E-04  -3.153800693E-04
    1.3320   2.508133197E-04   7.069548619E-04
    1.3440   1.240488024E-03   1.721394518E-03
    1.3560   2.217944594E-03   2.714167155E-03
    1.3680   3.173555611E-03   3.672663867E-03
    1.3800   4.097908827E-03   4.585930873E-03
    1.3920   4.981899862E-03   5.444944150E-03
    1.4040   5.816821885E-03   6.242643692E-03
    1.4160   6.594451365E-03   6.973740076E-03
    1.4280   7.307129075E-03   7.634338418E-03
    1.4400   7.947835524E-03   8.221449500E-03
    1.4520   8.510260103E-03   8.732471489E-03
    1.4640   8.988863233E-03   9.164726794E-03
    1.4760   9.378930933E-03   9.515127781E-03
    1.4880   9.676621249E-03   9.780024665E-03
    1.5000   9.879002091E-03   9.955262155E-03
    1.5120   9.984080118E-03   1.003644187E-02
    1.5240   9.990820369E-03   1.001935874E-02
    1.5360   9.899156456E-03   9.900554351E-03
    1.5480   9.709991218E-03   9.677912325E-03
    1.5600   9.425187831E-03   9.351211717E-03
    1.5720   9.047551453E-03   8.922557080E-03
    1.5840   8.580801599E-03   8.396617375E-03
    1.5960   8.029535501E-03   7.780629436E-03
    1.6080   7.399182831E-03   7.084152233E-03
    1.6200   6.695952222E-03   6.318591694E-03
    1.6320   5.926770113E-03   5.496547826E-03
    1.6440   5.099212532E-03   4.631061549E-03
    1.6560   4.221430472E-03   3.734853973E-03
    1.6680   3.302069610E-03   2.819653184E-03
    1.6800   2.350185153E-03   1.895692588E-03
    1.6920   1.375152646E-03   9.714419138E-04
    1.7040   3.865756314E-04   5.360035286E-05
    1.7160  -6.058089438E-04  -8.526551036E-04
    1.7280  -1.592226629E-03  -1.743209572E-03
    1.7400  -2.562961746E-03  -2.614413568E-03
    1.7520  -3.508453079E-03  -3.462446606E-03
    1.7640  -4.419388051E-03  -4.282745786E-03
    1.7760  -5.286794446E-03  -5.069595550E-03
    1.7880  -6.102128783E-03  -5.815950786E-03
    1.8000  -6.857360459E-03  -6.513529304E-03
    1.8120  -7.545050852E-03  -7.153167272E-03
    1.8240  -8.158426585E-03  -7.725389382E-03
    1.8360  -8.691446238E-03  -8.221111144E-03
    1.8480  -9.138859859E-03  -8.632369696E-03
    1.8600  -9.496260664E-03  -8.952974907E-03
    1.8720  -9.760128450E-03  -9.178984743E-03
    1.8840  -9.927864262E-03  -9.308935162E-03
    1.8960  -9.997815993E-03  -9.343790876E-03
    1.9080  -9.969294657E-03  -9.286624021E-03
    1.9200  -9.842581173E-03  -9.142067792E-03
    1.9320  -9.618923601E-03  -8.915626129E-03
    1.9440  -9.300524846E-03  -8.612943399E-03
    1.9560  -8.890520963E-03  -8.239145639E-03
    1.9680  -8.392950269E-03  -7.798355150E-03
    1.9800  -7.812713565E-03  -7.293454132E-03
    1.9920  -7.155525867E-03  -6.726134496E-03
    2.0040  -6.427860119E-03  -6.097226154E-03
    2.0160  -5.636883434E-03  -5.407252293E-03
    2.0280  -4.790386503E-03  -4.657124586E-03
    2.0400  -3.896706862E-03  -3.848869597E-03
    2.0520  -2.964646770E-03  -2.986273237E-03
    2.0640  -2.003386516E-03  -2.075342841E-03
    2.0760  -1.022393990E-03  -1.124513584E-03
    2.0880  -3.133143759E-05  -1.445628247E-04
    2.1000   9.600397124E-04   8.517627369E-04
    2.1120   1.941954992E-03   1.850361944E-03
    2.1240   2.904743067E-03   2.836556949E-03
    2.1360   3.838920998E-03   3.795931902E-03
    2.1480   4.735287638E-03   4.715122793E-03
    2.1600   5.585014263E-03   5.582457259E-03
    2.1720   6.379731524E-03   6.388367015E-03
    2.1840   7.111611889E-03   7.125530369E-03
    2.1960   7.773446732E-03   7.788742622E-03
    2.2080   8.358717339E-03   8.374551453E-03
    2.2200   8.861659112E-03   8.880727046E-03
    2.2320   9.277318347E-03   9.305657975E-03
    2.2440   9.601601026E-03   9.647771184E-03
    2.2560   9.831313140E-03   9.905067502E-03
    2.2680   9.964192149E-03   1.007484508E-02
    2.2800   9.998929268E-03   1.015365540E-02
    2.2920   9.935182354E-03   1.013750385E-02
    2.3040   9.773579280E-03   1.002227344E-02
    2.3160   9.515711749E-03   9.804318632E-03
    2.3280   9.164119615E-03   9.481151062E-03
    2.3400   8.722265872E-03   9.052122540E-03
    2.3520   8.194502539E-03   8.519006688E-03
    2.3640   7.586027798E-03   7.886389763E-03
    2.3760   6.902834796E-03   7.161803550E-03
    2.3880   6.151652614E-03   6.355565857E-03
    2.4000   5.339879988E-03   5.480333251E-03
    2.4120   4.475512439E-03   4.550410903E-03
    2.4240   3.567063520E-03   3.580899871E-03
    2.4360   2.623480958E-03   2.586787057E-03
    2.4480   1.654058531E-03   1.582093022E-03
    2.4600   6.683445245E-04   5.791860052E-04
    2.4720  -3.239523133E-04  -4.116520371E-04
    2.4840  -1.313058397E-03  -1.382356304E-03
    2.4960  -2.289231566E-03  -2.326898032E-03
    2.5080  -3.242857046E-03  -3.240826720E-03
    2.5200  -4.164542143E-03  -4.120611651E-03
    2.5320  -5.045208756E-03  -4.962889719E-03
    2.5440  -5.876182799E-03  -5.763742607E-03
    2.5560  -6.649279627E-03  -6.518123704E-03
    2.5680  -7.356884655E-03  -7.219533233E-03
    2.5800  -7.992028358E-03  -7.860001777E-03
    2.5920  -8.548454914E-03  -8.430393661E-03
    2.6040  -9.020683824E-03  -8.920990446E-03
    2.6160  -9.404063889E-03  -9.322269619E-03
    2.6280  -9.694819022E-03  -9.625762238E-03
    2.6400  -9.890085444E-03  -9.824860983E-03
    2.6520  -9.987939887E-03  -9.915458470E-03
    2.6640  -9.987418536E-03  -9.896322156E-03
    2.6760  -9.888526527E-03  -9.769151841E-03
    2.6880  -9.692237893E-03  -9.538312318E-03
    2.7000  -9.400485969E-03  -9.210281021E-03
    2.7120  -9.016144356E-03  -8.792892537E-03
    2.7240  -8.542998609E-03  -8.294492834E-03
    2.7360  -7.985708956E-03  -7.723130602E-03
    2.7480  -7.349764400E-03  -7.085908250E-03
    2.7600  -6.641428649E-03  -6.388590640E-03
    2.7720  -5.867678426E-03  -5.635529277E-03
    2.7840  -5.036134752E-03  -4.829909815E-03
    2.7960  -4.154987881E-03  -3.974279462E-03
    2.8080  -3.232916632E-03  -3.071266523E-03
    2.8200  -2.279002907E-03  -2.124374248E-03
    2.8320  -1.302642239E-03  -1.138720126E-03
    2.8440  -3.134512503E-04  -1.216009127E-04
    2.8560   6.788270629E-04   9.172094066E-04
    2.8680   1.664419297E-03   1.965482153E-03
    2.8800   2.633617904E-03   3.008884698E-03
    2.8920   3.576876803E-03   4.031621303E-03
    2.9040   4.484905403E-03   5.017285845E-03
    2.9160   5.348760118E-03   5.949819189E-03
    2.9280   6.159932444E-03   6.814450268E-03
    2.9400   6.910432776E-03   7.598503826E-03
    2.9520   7.592869091E-03   8.291978360E-03
    2.9640   8.200519762E-03   8.887831599E-03
    2.9760   8.727399759E-03   9.381952246E-03
    2.9880   9.168319600E-03   9.772839776E-03
    3.0000   9.518936463E-03   1.006105268E-02
    3.0120   9.775796963E-03   1.024851476E-02
    3.0240   9.936371162E-03   1.033778508E-02
    3.0360   9.999077493E-03   1.033139799E-02
    3.0480   9.963298331E-03   1.023136657E-02
    3.0600   9.829386081E-03   1.003891768E-02
    3.0720   9.598659708E-03   9.754494056E-03
    3.0840   9.273391740E-03   9.378022238E-03
    3.0960   8.856785892E-03   8.909407876E-03
    3.1080   8.352945503E-03   8.349186576E-03
    3.1200   7.766833130E-03   7.699233080E-03
    3.1320   7.104221661E-03   6.963418290E-03
    3.1440   6.371637461E-03   6.148105731E-03
    3.1560   5.576296085E-03   5.262397198E-03
    3.1680   4.726031216E-03   4.318069829E-03
    3.1800   3.829217502E-03   3.329189446E-03
    3.1920   2.894688072E-03   2.311432035E-03
    3.2040   1.931647533E-03   1.281189580E-03
    3.2160   9.495813134E-04   2.545710146E-04
    3.2280  -4.183776741E-05  -7.535724011E-04
    3.2400  -1.032844769E-03  -1.730468714E-03
    3.2520  -2.013678809E-03  -2.665985209E-03
    3.2640  -2.974679205E-03  -3.552853479E-03
    3.2760  -3.906380624E-03  -4.386532439E-03
    3.2880  -4.799606311E-03  -5.164732780E-03
    3.3000  -5.645558478E-03  -5.886675326E-03
    3.3120  -6.435904954E-03  -6.552196532E-03
    3.3240  -7.162861256E-03  -7.160839781E-03
