   0.000000000E+00   1.000000000E+00
   2.658276687E-02   9.998137885E-01
   5.316553374E-02   9.992551485E-01
   7.974830061E-02   9.983242998E-01
   1.063310675E-01   9.970216070E-01
   1.329138344E-01   9.953475779E-01
   1.594966012E-01   9.933028593E-01
   1.860793681E-01   9.908882335E-01
   2.126621350E-01   9.881046119E-01
   2.392449018E-01   9.849530298E-01
   2.658276687E-01   9.814346383E-01
   2.924104356E-01   9.775506968E-01
   3.189932025E-01   9.733025635E-01
   3.455759693E-01   9.686916861E-01
   3.721587362E-01   9.637195906E-01
   3.987415031E-01   9.583878706E-01
   4.253242699E-01   9.526981747E-01
   4.519070368E-01   9.466521944E-01
   4.784898037E-01   9.402516509E-01
   5.050725706E-01   9.334982817E-01
   5.316553374E-01   9.263938272E-01
   5.582381043E-01   9.189400168E-01
   5.848208712E-01   9.111385558E-01
   6.114036380E-01   9.029911119E-01
   6.379864049E-01   8.944993027E-01
   6.645691718E-01   8.856646835E-01
   6.911519387E-01   8.764887370E-01
   7.177347055E-01   8.669728628E-01
   7.443174724E-01   8.571183699E-01
   7.709002393E-01   8.469264698E-01
   7.974830061E-01   8.363982726E-01
   8.240657730E-01   8.255347845E-01
   8.506485399E-01   8.143369091E-01
   8.772313068E-01   8.028054501E-01
   9.038140736E-01   7.909411188E-01
   9.303968405E-01   7.787445433E-01
   9.569796074E-01   7.662162828E-01
   9.835623742E-01   7.533568444E-01
   1.010145141E+00   7.401667043E-01
   1.036727908E+00   7.266463330E-01
   1.063310675E+00   7.127962244E-01
   1.089893442E+00   6.986169280E-01
   1.116476209E+00   6.841090862E-01
   1.143058975E+00   6.692734739E-01
   1.169641742E+00   6.541110421E-01
   1.196224509E+00   6.386229639E-01
   1.222807276E+00   6.228106835E-01
   1.249390043E+00   6.066759663E-01
   1.275972810E+00   5.902209515E-01
   1.302555577E+00   5.734482038E-01
   1.329138344E+00   5.563607660E-01
   1.355721110E+00   5.389622106E-01
   1.382303877E+00   5.212566887E-01
   1.408886644E+00   5.032489771E-01
   1.435469411E+00   4.849445209E-01
   1.462052178E+00   4.663494721E-01
   1.488634945E+00   4.474707221E-01
   1.515217712E+00   4.283159279E-01
   1.541800479E+00   4.088935316E-01
   1.568383245E+00   3.892127707E-01
   1.594966012E+00   3.692836812E-01
   1.621548779E+00   3.491170907E-01
   1.648131546E+00   3.287246024E-01
   1.674714313E+00   3.081185699E-01
   1.701297080E+00   2.873120615E-01
   1.727879847E+00   2.663188171E-01
   1.754462614E+00   2.451531944E-01
   1.781045380E+00   2.238301089E-01
   1.807628147E+00   2.023649653E-01
   1.834210914E+00   1.807735847E-01
   1.860793681E+00   1.590721256E-01
   1.887376448E+00   1.372770037E-01
   1.913959215E+00   1.154048090E-01
   1.940541982E+00   9.347222475E-02
   1.967124748E+00   7.149594811E-02
   1.993707515E+00   4.949261602E-02
   2.020290282E+00   2.747873720E-02
   2.046873049E+00   5.470632726E-03
   2.073455816E+00  -1.651561326E-02
   2.100038583E+00  -3.846419111E-02
   2.126621350E+00  -6.035959015E-02
   2.153204117E+00  -8.218660900E-02
   2.179786883E+00  -1.039303512E-01
   2.206369650E+00  -1.255762056E-01
   2.232952417E+00  -1.471098120E-01
   2.259535184E+00  -1.685170123E-01
   2.286117951E+00  -1.897837883E-01
   2.312700718E+00  -2.108961879E-01
   2.339283485E+00  -2.318402413E-01
   2.365866252E+00  -2.526018701E-01
   2.392449018E+00  -2.731667911E-01
   2.419031785E+00  -2.935204193E-01
   2.445614552E+00  -3.136477718E-01
   2.472197319E+00  -3.335333777E-01
   2.498780086E+00  -3.531611959E-01
   2.525362853E+00  -3.725145449E-01
   2.551945620E+00  -3.915760488E-01
   2.578528387E+00  -4.103276006E-01
   2.605111153E+00  -4.287503463E-01
   2.631693920E+00  -4.468246931E-01
   2.658276687E+00  -4.645303398E-01
   2.684859454E+00  -4.818463344E-01
   2.711442221E+00  -4.987511556E-01
   2.738024988E+00  -5.152228187E-01
   2.764607755E+00  -5.312390046E-01
   2.791190522E+00  -5.467772096E-01
   2.817773288E+00  -5.618149116E-01
   2.844356055E+00  -5.763297509E-01
   2.870938822E+00  -5.902997202E-01
   2.897521589E+00  -6.037033581E-01
   2.924104356E+00  -6.165199433E-01
   2.950687123E+00  -6.287296821E-01
   2.977269890E+00  -6.403138841E-01
   3.003852656E+00  -6.512551228E-01
   3.030435423E+00  -6.615373737E-01
   3.057018190E+00  -6.711461275E-01
   3.083600957E+00  -6.800684743E-01
   3.110183724E+00  -6.882931563E-01
   3.136766491E+00  -6.958105863E-01
   3.163349258E+00  -7.026128332E-01
   3.189932025E+00  -7.086935730E-01
   3.216514791E+00  -7.140480086E-01
   3.243097558E+00  -7.186727590E-01
   3.269680325E+00  -7.225657248E-01
   3.296263092E+00  -7.257259307E-01
   3.322845859E+00  -7.281533542E-01
   3.349428626E+00  -7.298487445E-01
   3.376011393E+00  -7.308134381E-01
   3.402594160E+00  -7.310491794E-01
   3.429176926E+00  -7.305579510E-01
   3.455759693E+00  -7.293418218E-01
   3.482342460E+00  -7.274028177E-01
   3.508925227E+00  -7.247428201E-01
   3.535507994E+00  -7.213634972E-01
   3.562090761E+00  -7.172662704E-01
   3.588673528E+00  -7.124523177E-01
   3.615256295E+00  -7.069226143E-01
   3.641839061E+00  -7.006780105E-01
   3.668421828E+00  -6.937193435E-01
   3.695004595E+00  -6.860475798E-01
   3.721587362E+00  -6.776639839E-01
   3.748170129E+00  -6.685703064E-01
   3.774752896E+00  -6.587689861E-01
   3.801335663E+00  -6.482633581E-01
   3.827918430E+00  -6.370578604E-01
   3.854501196E+00  -6.251582312E-01
   3.881083963E+00  -6.125716903E-01
   3.907666730E+00  -5.993070963E-01
   3.934249497E+00  -5.853750753E-01
   3.960832264E+00  -5.707881132E-01
   3.987415031E+00  -5.555606113E-01
   4.013997798E+00  -5.397088987E-01
   4.040580564E+00  -5.232512030E-01
   4.067163331E+00  -5.062075785E-01
   4.093746098E+00  -4.885997931E-01
   4.120328865E+00  -4.704511786E-01
   4.146911632E+00  -4.517864468E-01
   4.173494399E+00  -4.326314789E-01
   4.200077166E+00  -4.130130928E-01
   4.226659933E+00  -3.929587976E-01
   4.253242699E+00  -3.724965401E-01
   4.279825466E+00  -3.516544543E-01
   4.306408233E+00  -3.304606181E-01
   4.332991000E+00  -3.089428276E-01
   4.359573767E+00  -2.871283931E-01
   4.386156534E+00  -2.650439633E-01
   4.412739301E+00  -2.427153829E-01
   4.439322068E+00  -2.201675862E-01
   4.465904834E+00  -1.974245289E-01
   4.492487601E+00  -1.745091588E-01
   4.519070368E+00  -1.514434253E-01
   4.545653135E+00  -1.282483246E-01
   4.572235902E+00  -1.049439782E-01
   4.598818669E+00  -8.154974076E-02
   4.625401436E+00  -5.808433074E-02
   4.651984203E+00  -3.456597941E-02
   4.678566969E+00  -1.101259098E-02
   4.705149736E+00   1.255809234E-02
   4.731732503E+00   3.612832713E-02
   4.758315270E+00   5.968021379E-02
   4.784898037E+00   8.319555556E-02
   4.811480804E+00   1.066557369E-01
   4.838063571E+00   1.300416261E-01
   4.864646337E+00   1.533335043E-01
   4.891229104E+00   1.765110260E-01
   4.917811871E+00   1.995532094E-01
   4.944394638E+00   2.224384593E-01
   4.970977405E+00   2.451446204E-01
   4.997560172E+00   2.676490606E-01
   5.024142939E+00   2.899287797E-01
   5.050725706E+00   3.119605417E-01
   5.077308472E+00   3.337210263E-01
   5.103891239E+00   3.551869937E-01
   5.130474006E+00   3.763354594E-01
   5.157056773E+00   3.971438729E-01
   5.183639540E+00   4.175902950E-01
   5.210222307E+00   4.376535699E-01
   5.236805074E+00   4.573134860E-01
   5.263387841E+00   4.765509228E-01
   5.289970607E+00   4.953479786E-01
   5.316553374E+00   5.136880778E-01
   5.343136141E+00   5.315560546E-01
   5.369718908E+00   5.489382117E-01
   5.396301675E+00   5.658223536E-01
   5.422884442E+00   5.821977945E-01
   5.449467209E+00   5.980553419E-01
   5.476049976E+00   6.133872558E-01
   5.502632742E+00   6.281871883E-01
